ScaMorphDiff_ncc1_reg1
,Unknown,Liver,non_jec,HD95
p_0,0.9791443096522866,0.8777703079439442,0.0,0.0,0.001949310302734375,3.3166247903554
p_1,0.9871583717258995,0.9235094213670166,0.0,0.0,0.0005240440368652344,1.0
p_2,0.9738906639086831,0.8522050381226456,0.0,0.0,0.0016775131225585938,6.6332495807108
p_3,0.9867684556079747,0.936645870148989,0.0,0.0,0.00086212158203125,1.0
p_4,0.9681210593228419,0.8271263888932376,0.0,0.0,0.0013604164123535156,8.246211251235321
p_5,0.9493331113927763,0.6749790510821838,0.0,0.0,0.0006022453308105469,14.177446878757825
p_6,0.9767703427261576,0.8656635799833485,0.0,0.0,0.0014629364013671875,4.123105625617661
p_7,0.9798554969614454,0.9022588701337707,0.0,0.0,0.0010552406311035156,1.4142135623730951
p_8,0.9703523833971737,0.8120668326434373,0.0,0.0,0.004127979278564453,8.774964387392123
p_9,0.9757171050542355,0.8878814825806641,0.0,0.0,0.0036978721618652344,3.0
p_10,0.9768034002710612,0.8819260523986804,0.0,0.0,0.002650737762451172,4.0
p_11,0.9641470093849567,0.7978206775907499,0.0,0.0,0.006369590759277344,10.816653826391969
p_12,0.9815881792273042,0.8948241040221167,0.0,0.0,0.0012063980102539062,3.4641016151377544
p_13,0.9849900183329715,0.9111600478219942,0.0,0.0,0.004010200500488281,1.4142135623730951
p_14,0.9558252620380525,0.7803131608630037,0.0,0.0,0.004334926605224609,10.198039027185569
p_15,0.9890833312786087,0.9319616569625285,0.0,0.0,0.0012664794921875,1.0
p_16,0.9674631972750342,0.7428387047312558,0.0,0.0,0.0007581710815429688,27.730849247724095
p_17,0.9888762070074957,0.9296045343672864,0.0,0.0,0.0014209747314453125,1.0
p_18,0.9873794241724851,0.9107742390863518,0.0,0.0,0.0008764266967773438,1.4142135623730951
p_19,0.970996219155633,0.8854513057021176,0.0,0.0,0.0007295608520507812,6.0
p_20,0.9863770287505471,0.9226125626617065,0.0,0.0,0.0007762908935546875,1.0
p_21,0.9734216112782299,0.8285346290013496,0.0,0.0,0.0030794143676757812,5.830951894845301
p_22,0.9732873488913208,0.8503060008147904,0.0,0.0,0.0004096031188964844,3.3166247903554
p_23,0.9917745153403198,0.9476427286864387,0.0,0.0,0.0007848739624023438,1.0
p_24,0.9657536560575711,0.8295178232803193,0.0,0.0,0.0014801025390625,6.4031242374328485
p_25,0.9783197915618863,0.8776562972538174,0.0,0.0,0.0026907920837402344,4.69041575982343
p_26,0.9777322324257213,0.884987932597752,0.0,0.0,0.0004687309265136719,3.0
p_27,0.9812185045176872,0.9123053633094682,0.0,0.0,0.00037288665771484375,1.7320508075688772
p_28,0.9686188310338213,0.8109391826461156,0.0,0.0,0.001312255859375,5.0990195135927845
p_29,0.9836179116875382,0.8800314327949003,0.0,0.0,0.005866050720214844,4.58257569495584
p_30,0.9742245968140223,0.8296740770687676,0.0,0.0,0.0024967193603515625,5.830951894845301
p_31,0.9591439089335663,0.715246359834628,0.0,0.0,0.0019898414611816406,5.385164807134504
p_32,0.9894080291939006,0.9393378519976497,0.0,0.0,0.00016307830810546875,1.0
p_33,0.9783763192153374,0.8810598358283368,0.0,0.0,0.0021042823791503906,4.123105625617661
p_34,0.9677146345022161,0.8346101518630465,0.0,0.0,0.0023250579833984375,7.3484692283495345
p_35,0.9779141785037667,0.8781660982843579,0.0,0.0,0.0025644302368164062,3.605551275463989
p_36,0.9795728152250303,0.8871816325345264,0.0,0.0,0.0036034584045410156,2.8284271247461903
p_37,0.9729490527224486,0.8362029523630421,0.0,0.0,0.004149436950683594,7.874007874011811
p_38,0.9858592650032587,0.9251407914796554,0.0,0.0,0.001613616943359375,1.0
p_39,0.9683578960336673,0.84074668598625,0.0,0.0,0.0029959678649902344,9.0
