T2toT1_ScaMorph_ncc1_reg1
,Background,WT,TC,ET,,HD_wt,HD_tc,HD_etnon_jec
p_57,0.9986777082900571,0.940080094184213,0.943781349617607,0.7896935533506404,1.7320508075688772,2.0,1.7320508075688772,0.0067816162109375
p_58,0.997344208129886,0.9221724869006432,0.9236596365674898,0.7171490026499378,2.449489742783178,2.23606797749979,2.0,0.0027079264322916667
p_59,0.9983065834366054,0.9031131007891944,0.8844429720913232,0.6692632563729407,2.0,2.23606797749979,2.23606797749979,0.0012294514973958334
p_60,0.9997166494799268,0.7714426546406157,0.7044247773757625,0.6617100358081165,2.449489742783178,2.449489742783178,2.23606797749979,0.0017976888020833333
p_61,0.99864806555233,0.9311826821050062,0.9475236483567377,0.8191922810980826,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0036602783203125
p_62,0.99873539412968,0.8616231394707528,0.9148942568169145,0.8216533420557691,2.0,1.4142135623730951,1.4142135623730951,0.0096026611328125
p_63,0.9982633207217355,0.9185118019968161,0.9196688987597637,0.760240729841817,2.0,2.23606797749979,2.0,0.0031160481770833334
p_64,0.9976477657192133,0.8891315310998159,0.8768824714714035,0.786553015818925,3.0,3.0,2.449489742783178,0.010234171549479167
p_65,0.9976391904306487,0.9384074844389156,0.92057490608483,0.7680066606368501,2.8284271247461903,3.3166247903554,3.0,0.009029744466145833
p_66,0.9957851473705132,0.9248952837307912,0.9112287649527129,0.755858392775834,2.449489742783178,3.3166247903554,2.449489742783178,0.003163045247395833
p_67,0.9987139649623075,0.9428529169350762,0.9529118863978339,0.7956066747123587,2.0,1.4142135623730951,1.4142135623730951,0.0022574869791666665
p_68,0.9965614480742182,0.9080374126940195,0.915400511975019,0.8647270808261218,2.449489742783178,2.23606797749979,2.0,0.011028035481770834
p_69,0.9979081513019309,0.9072818980281944,0.9238231894294899,0.6731051724728535,2.449489742783178,2.23606797749979,2.0,0.0036435953776041666
p_70,0.998783425191147,0.8953379250938136,0.8604999163883501,0.8391712449409505,2.0,2.0,1.7320508075688772,0.005056355794270833
p_71,0.9995207454089489,0.8890570676420648,0.8786453429086206,0.8289016678079476,2.23606797749979,2.23606797749979,2.23606797749979,0.009679768880208333
p_72,0.9984842073957656,0.9259368215562328,0.9143693882475475,0.8086572675995837,2.23606797749979,2.8284271247461903,2.8284271247461903,0.002518310546875
p_73,0.9980359088391682,0.938844628646656,0.9587232323698034,0.8284346044299485,2.23606797749979,1.4142135623730951,1.4142135623730951,0.00998779296875
p_74,0.997756945893263,0.9296278366403663,0.9274391249822747,0.7553248612139718,2.23606797749979,2.449489742783178,2.23606797749979,0.004691162109375
p_75,0.9986493007509042,0.9459826863982628,0.9459073753981725,0.8271144968716538,1.7320508075688772,1.4142135623730951,1.4142135623730951,0.002748819986979167
p_76,0.9985782886596337,0.9471312589462327,0.9640451582337511,0.8205685107413945,1.7320508075688772,1.4142135623730951,1.4142135623730951,0.004565836588541667
p_77,0.9990814144471657,0.9408383232906962,0.9441366528133538,0.7627306836735717,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0018870035807291667
p_78,0.9962809485555216,0.9319214620226014,0.9252196682947719,0.7751674441521393,2.449489742783178,2.449489742783178,2.23606797749979,0.0030411783854166667
p_79,0.9963693827470357,0.9264280893426197,0.9187700095650895,0.878569161220716,2.23606797749979,2.23606797749979,2.23606797749979,0.003987019856770834
p_80,0.9971836093254551,0.903135216062649,0.7559831381710691,0.6575569980909116,2.0,3.7416573867739413,3.4641016151377544,0.003673299153645833
p_81,0.9981476153285753,0.8753672716056203,0.8287707975610016,0.7777777754421087,2.23606797749979,2.23606797749979,2.23606797749979,0.0029233805338541668
p_82,0.9977471793167855,0.9212774047898556,0.9257509226704093,0.7949869019451312,2.23606797749979,2.23606797749979,2.23606797749979,0.0030218505859375
p_83,0.9987956107016778,0.9603026272274608,0.9621598153141833,0.9030114191206878,2.0,1.4142135623730951,1.4142135623730951,0.0027036539713541667
p_84,0.9978898848529227,0.917655680601036,0.9210363558452593,0.8489919128639183,2.23606797749979,2.23606797749979,2.0,0.0037784830729166666
p_85,0.998880553522445,0.9472318253916366,0.951454118708882,0.7689152936461305,1.7320508075688772,2.0,1.7320508075688772,0.0027724202473958333
p_86,0.9995368322480321,0.8696751211128959,0.8844839361079017,0.8466599179571611,2.23606797749979,1.4142135623730951,1.4142135623730951,0.006136881510416667
p_87,0.9982621287848983,0.9410188334225063,0.9534700745837402,0.8175402121652341,2.23606797749979,2.0,1.4142135623730951,0.003310953776041667
p_88,0.9990804649861831,0.9346337170246658,0.9382565848362726,0.9025501766568688,2.0,2.0,2.0,0.0027475992838541666
p_89,0.9991226726013797,0.9359173281611319,0.9550919013919013,0.7891402288367889,1.7320508075688772,1.4142135623730951,1.4142135623730951,0.0019126383463541666
p_90,0.9983607395243678,0.9040141518602248,0.8903948748861114,0.7899739816095277,2.449489742783178,3.0,2.449489742783178,0.004418741861979166
p_91,0.9980618007709243,0.9024723840076807,0.9261155233018781,0.7894983438420715,2.23606797749979,2.0,1.7320508075688772,0.003055826822916667
p_92,0.9986954356997535,0.9229019813461493,0.9271140117999643,0.7559319116420513,2.0,1.7320508075688772,1.7320508075688772,0.0073846435546875
p_93,0.9979748455478953,0.9246530354902721,0.8151677577772803,0.735540938154297,2.449489742783178,2.0,1.7320508075688772,0.01410400390625
p_94,0.9980844894767491,0.9113419912981559,0.9061149422509993,0.830141053886362,2.23606797749979,1.7320508075688772,1.4142135623730951,0.0047157796223958335
p_95,0.9987159829418196,0.9274130776476165,0.9051232676765495,0.7777068210289075,2.0,2.0,1.7320508075688772,0.0034263102213541665
p_96,0.9981196430274941,0.9153453271671445,0.9029643213706394,0.8495350484185924,1.7320508075688772,1.7320508075688772,1.7320508075688772,0.0024586995442708332
p_97,0.999473747297978,0.9161734251469658,0.9147157958559746,0.8449374034455648,1.4142135623730951,1.7320508075688772,1.4142135623730951,0.0023508707682291666
p_98,0.999460480281966,0.8972181093864999,0.8922640044349609,0.6961665508979284,2.23606797749979,2.0,1.7320508075688772,0.0032710774739583334
p_99,0.9973273640302018,0.928530711506072,0.9350766710578959,0.7778321088730576,2.0,1.7320508075688772,1.7320508075688772,0.0025860595703125
