T1toT2_ScaMorph_ncc1_reg1
,Background,WT,TC,ET,,HD_wt,HD_tc,HD_etnon_jec
p_45,0.9992190452655568,0.9453174103653947,0.9387509750810534,0.7804994053009405,1.7320508075688772,1.7320508075688772,1.7320508075688772,0.03757710774739583
p_46,0.9984136712420917,0.9342266108180649,0.9168287414942298,0.8240468023352739,2.0,2.23606797749979,2.0,0.007392374674479166
p_47,0.9982792730258511,0.9546553589993779,0.9205776595040258,0.7013756282488258,1.4142135623730951,2.0,2.0,0.03790140787760417
p_48,0.9986256781632588,0.9237303233358585,0.9350785339058828,0.7504119804705507,1.7320508075688772,1.4142135623730951,1.4142135623730951,0.0370477294921875
p_49,0.9985832218927532,0.9197085430133815,0.8890958870666169,0.8538125893711858,2.0,2.0,2.0,0.0157305908203125
p_50,0.9991612686342938,0.9385742334285929,0.9465274729949642,0.6643055772432169,2.23606797749979,2.0,1.7320508075688772,0.044415283203125
p_51,0.9985599975340727,0.9380951528183354,0.9138268096209861,0.7474634121785515,1.4142135623730951,2.0,1.7320508075688772,0.0307806396484375
p_52,0.9992859972928132,0.9310437241618895,0.9187312069966835,0.7973013669072337,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.03325642903645833
p_53,0.9982974002862556,0.9342123832765091,0.9436135657010362,0.772628135139299,2.0,2.23606797749979,1.4142135623730951,0.043683675130208335
p_54,0.9994248252749846,0.8311711655238123,0.8133736516155796,0.6609154422779727,2.8284271247461903,3.0,2.0,0.060973103841145834
p_55,0.9976324688876839,0.9475281515520175,0.9522823841739368,0.7978743294988068,1.7320508075688772,2.0,1.4142135623730951,0.03443929036458333
p_56,0.9975021359478564,0.9347993305707629,0.9317514253682501,0.7681353274738039,2.0,2.23606797749979,2.0,0.017845662434895833
p_57,0.9987541395211915,0.9441637613982288,0.948770386073934,0.804283269093421,1.7320508075688772,1.7320508075688772,1.4142135623730951,0.034049275716145834
p_58,0.998199863562915,0.9446155337304417,0.9217829411634543,0.7367331287401926,2.0,2.23606797749979,2.0,0.03396687825520833
p_59,0.998716353383903,0.9213958316922817,0.8968165546502911,0.6962513494645697,1.7320508075688772,2.23606797749979,2.0,0.006595458984375
p_60,0.9996781271717506,0.7542386057285436,0.7227248523634472,0.6861909162443172,2.449489742783178,2.23606797749979,2.23606797749979,0.052279052734375
p_61,0.9987584735517351,0.9349872427699373,0.9492439782407788,0.8180899617371904,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.029440511067708335
p_62,0.9980213957257893,0.8060988135907975,0.8110904197892197,0.6995859048755426,3.605551275463989,4.898979485566356,3.4641016151377544,0.042996419270833336
p_63,0.9986414159673571,0.9352403300641488,0.9345227128584357,0.8023779382437262,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.03716166178385417
p_64,0.9985514860321734,0.9318767008383189,0.9183878528707407,0.8454538461343072,1.7320508075688772,2.0,2.0,0.041417236328125
p_65,0.998319081855596,0.955318438517461,0.9509627467420833,0.845593901070121,2.0,2.0,2.0,0.0040216064453125
p_66,0.9964489282880445,0.9371706741790093,0.9203173182763873,0.7681461921481918,2.23606797749979,3.1622776601683795,2.449489742783178,0.03284952799479167
p_67,0.9991884149022074,0.9618539786240745,0.9618754116500053,0.8208615270709635,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.016035970052083334
p_68,0.997535424905421,0.9322788568509891,0.9308429437057145,0.8764941402115185,2.0,1.7320508075688772,1.7320508075688772,0.04330708821614583
p_69,0.9982641685966701,0.9227314606470421,0.9398234140429221,0.7072901692324464,2.23606797749979,2.0,1.4142135623730951,0.04042378743489583
p_70,0.9991116522291303,0.9207575562092127,0.8720379140929748,0.8577270157517435,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.028206787109375
p_71,0.9996293310237467,0.9200907706889134,0.9161994969475162,0.8806833249081207,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.03371134440104167
p_72,0.9988050395362789,0.9422003926826571,0.9307662794347279,0.8365128112223416,2.0,2.23606797749979,2.23606797749979,0.017435506184895835
p_73,0.9983421534208726,0.950320830822747,0.9605785852206331,0.846049490693241,1.7320508075688772,1.4142135623730951,1.4142135623730951,0.04455078125
p_74,0.9981762995811021,0.9437208111157078,0.9347725410011061,0.7777222591626209,2.0,2.23606797749979,2.0,0.042847696940104166
p_75,0.9990911747064295,0.9620808795948596,0.9550543969905876,0.8526378656474939,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0319091796875
p_76,0.9990065267488666,0.9612681212085198,0.967068507049782,0.8410281697094601,1.4142135623730951,1.4142135623730951,1.0,0.032540690104166665
p_77,0.9991524906131704,0.9466813166193133,0.9466373489207709,0.7833952631491582,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0289801025390625
p_78,0.9973964847384605,0.952184705075604,0.9347256219790707,0.797115749449989,2.0,2.23606797749979,2.0,0.042298583984375
p_79,0.9978205366099341,0.9565787429107294,0.9422575841077776,0.9132364035097714,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0232025146484375
p_80,0.997948618901512,0.9251445394976147,0.8104089216664773,0.6989034018118555,1.4142135623730951,3.1622776601683795,3.0,0.03449137369791667
p_81,0.9982276897942175,0.8780214081642467,0.8390353313543597,0.7933312337422735,2.23606797749979,2.449489742783178,2.23606797749979,0.026473185221354167
p_82,0.9983403923419677,0.942231547318033,0.9413366376223781,0.8490661614781664,1.7320508075688772,2.0,1.7320508075688772,0.023564860026041665
p_83,0.999088780655349,0.970414805501334,0.9627654117822475,0.9094017093266111,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.022579549153645833
p_84,0.9982645392305766,0.9326033924850431,0.9319074871413985,0.8689619682988248,1.7320508075688772,1.7320508075688772,1.7320508075688772,0.028735555013020834
p_85,0.9988990173917413,0.9504158548933007,0.9547961325798512,0.7738410058861999,1.4142135623730951,1.7320508075688772,1.7320508075688772,0.025230712890625
p_86,0.9993622844739956,0.8102526722515024,0.7895181731801496,0.7152022305227306,3.0,3.0,2.8284271247461903,0.0495782470703125
p_87,0.9984750457643411,0.9487184906176918,0.9578682301135648,0.8070226901528296,2.0,1.7320508075688772,1.4142135623730951,0.0384576416015625
p_88,0.9992375701968528,0.9441785319917123,0.9379635107921125,0.907048950922091,1.7320508075688772,1.7320508075688772,1.7320508075688772,0.0354437255859375
p_89,0.9992574158473316,0.9417563592115327,0.9542989528035024,0.8239133811262722,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.02156005859375
p_90,0.9987298482144338,0.9216155352100684,0.9170421868338178,0.8368682185167471,2.0,2.0,2.0,0.048312784830729164
p_91,0.9984259656173016,0.9236079268718297,0.9304653494327522,0.7895876420647641,1.7320508075688772,1.7320508075688772,1.7320508075688772,0.0239727783203125
p_92,0.9988673477868739,0.9300520284126496,0.9372415953530718,0.8186128179022771,1.7320508075688772,1.4142135623730951,1.4142135623730951,0.042868855794270834
p_93,0.998560416273981,0.942334598783696,0.8124939365481677,0.7064156198205305,2.23606797749979,2.23606797749979,1.7320508075688772,0.046486612955729166
p_94,0.9987592509724094,0.9402331850655373,0.9317176778677121,0.8748595443527156,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.033193562825520835
p_95,0.9991719428863113,0.9523815191400951,0.9334099748260479,0.8458471306036041,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.028676554361979165
p_96,0.9985655606460667,0.939409267811502,0.9079611128493765,0.8578106085481363,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.016349690755208333
p_97,0.9995884918179092,0.9370920530096746,0.9267605629723765,0.8811210343490807,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.032284138997395836
p_98,0.999578696892821,0.9231400793187027,0.9321361936675466,0.7870015192972415,1.7320508075688772,1.4142135623730951,1.4142135623730951,0.030666707356770833
p_99,0.9976506688593922,0.9379766311115267,0.9391336109981268,0.7940473182502661,1.7320508075688772,1.7320508075688772,1.4142135623730951,0.0312725830078125
